SPREADSHEET									
									
FileID	FolioPage	SequentialPage	Author	CommentaryDate	CommentaryContent	Heading	HeadingTranslation	Transcription	TranscriptionTranslation
add_6782_f113v	113v	226	JS	9-Nov-12	Blank page 				
add_6782_f114	114	227	JS	28-Mar-12	"Page 7 is similar to page 6 (Add MS 6782 f. 113 ), except for a change in the pattern of increasing and decreasing columns. The difference table at the top right contains a rare error: the last entry of column $ f $ should be 1031 not 1030. "	7.) 			
add_6782_f114v	114v	228	JS	9-Nov-12	Blank page 				
add_6782_f115	115	229	JS	28-Mar-12	"Here Harriot has listed all possible patterns of increasing (c) and decreasing (d) columns for difference tables of up to six columns. In the lower half of the page, Harriot has produced 32 charts, like those on pages 5 to 7 (Add MS 6782 f. 111 to f. 113 ), showing the sign patterns in the column entries, for each pattern of increasing and decreasing columns, for up to six columns. The symbols above charts 1 and 32, which look rather like $ \sigma $ and $ \psi $, are Harriot's symbols for tangents and secants. The symbol $ \upsilon $ above tables 11 and 22 is his symbol for sines. In each case, the patterns of c and d columns are those required for the corresponding trigonometric tables. "	8.) 			
add_6782_f115v	115v	230	JS	9-Nov-12	Blank page 				
add_6782_f116	116	231	JS	28-Mar-12	"This page shows general entries in a difference table with six columns, generated from 24 entries in the constant difference column. As on page 5 (Add MS 6782 f. 112 ), a diagonal line has been drawn below the entries generated from just one entry in the constant difference column. "	9.) 			
add_6782_f116v	116v	232	JS	9-Nov-12	Blank page 				
add_6782_f117	117	233	JS	28-Mar-12	"The left hand side of the page contains a difference table with increasing columns, generated from a constant difference 2. In the first table on the right, the column headed $ G $ contains every third entry (denoted by the note $ n = 3 $) from the column headed $ g $. In the second table on the right, the column headed $ F $ contains every second entry (denoted by the note $ n = 2 $) from the column headed $ f $. The other three tables on the right are constructed in a similar way. "	10.) 			
add_6782_f117v	117v	234	JS	9-Nov-12	Blank page 				
add_6782_f118	118	235	JS	28-Mar-12	This folio is very similar to the previous one (Add MS 6782 f. 117 ). 	11.) 			
add_6782_f118v	118v	236	JS	9-Nov-12	Blank page 				
add_6782_f119	119	237	JS	28-Mar-12	This folio is similar to the previous two (Add MS 6782 f. 117 and f. 118 ) except for a different pattern of increasing and decreasing columns. 	12.) 			
add_6782_f119v	119v	238	JS	9-Nov-12	Blank page 				
add_6782_f120	120	239	JS	28-Mar-12	This folio is similar to the previous one (Add MS 6782 f. 119 ) except for the opposite pattern of increasing and decreasing columns. 	13.) 			
add_6782_f120v	120v	240	JS	9-Nov-12	Blank page 				
add_6782_f121	121	241	JS	28-Mar-12	"On the right hand side of the page are three partial difference tables from earlier pages; the first and third tables are from page 10 (Add MS 6782 f. 117 ) while the second is from page 11 (Add MS 6782 f. 121 ). In each case, Harriot has also listed the first entries of the columns of the original difference table, denoted by $ a $, $ b $, $ c $, and $ d $. On the left hand side are algebraic versions of the same partial difference tables. The first table gives formulae for successive second entries of the column beginning with $ d $, together with successive differences. The second table gives formulae for successive third entries of the column beginning with $ d $, together with successive differences. The third table gives formulae for succesive $ n $th entries of the column beginning with $ d $. The final table shows the $ n $th-entry formulae multiplied out, with differences calculated between them. This demonstrates that the constant difference, in a table constructed from every $ n $th entry of the original table, is $ nnna $. "	14.) 			
add_6782_f121	121	241	JS	28-Mar-12		14.) 		hoc est: 	that is: 
add_6782_f121v	121v	242	JS	9-Nov-12	Blank page 				
add_6782_f122	122	243	JS	28-Mar-12	"Following from the calculations in the previous folio (Add MS 6782 f. 121 ) for the column beginning with $ d $, this folio gives the formulae for successive $ n $th entries from the columns beginning with $ g $ and with $ f $. "	15.) 			
add_6782_f122v	122v	244	JS	9-Nov-12	Blank page 				
add_6782_f123	123	245	JS	28-Mar-12	"Following from the calculations in the previous folios (Add MS 6782 f. 122 ) for the columns beginning with $ f $ and $ g $, this folio gives the formulae for successive $ n $th entries from the columns beginning with $ d $, $ c $, and $ b $. "	16.) 			
add_6782_f123v	123v	246	JS	9-Nov-12	Blank page 				
add_6782_f124	124	247	JS	28-Mar-12	"This folio shows the formulae from page 15 (Add MS 6782 f. 122 ) for the $ g $ column, multiplied out in full and with differences calculated between all entries. The table is too wide to fit on the page, so the differences appear in the boxes below the main entries. "	17.) 			
add_6782_f124v	124v	248	JS	9-Nov-12	Blank page 				
add_6782_f125	125	249	JS	28-Mar-12	"This folio shows the formulae for the $ f $, $ d $, $ c $, and $ b $ columns from pages 15 and 16 (Add MS 6782 f. 122 and f. 123 ) multiplied out in full and with differences calculated between all entries. "	18.) 			
add_6782_f125v	125v	250	JS	9-Nov-12	Blank page 				
add_6782_f126	126	251	JS	28-Mar-12	"On this folio and the next (Add MS 6782 f. 126 and f. 127 ), Harriot has used the formulae from page 17 (Add MS 6782 f. 124 ) to write equations for $ a $, $ b $, $ c $, $ d $, $ f $, and $ g $ in terms of $ A $, $ B $, $ C $, $ D $, $ F $, and $ G $. He has solved first for $ a $ in terms of $ A $, then for $ b $ in terms of $ A $ and $ B $, then for $ c $ in terms of $ A $, $ B $, and $ C $, and so on. He has ended each calculation with 'RE', indicating 'recto' or 'correct'. "	19.) 			
add_6782_f126	126	251	JS	28-Mar-12		19.) 		1. Canon. $ g $. 	Canon for $ g $ 
add_6782_f126v	126v	252	JS	9-Nov-12	Blank page 				
add_6782_f127	127	253	JS	28-Mar-12	This folios is the continuation of page 19 (Add MS 6782 f. 126 ). 	20.) 			
add_6782_f127	127	253	JS	28-Mar-12		20.) 		Residuum : 1. canonis $ g $. 	Remainder of the canon for $ g $ 
add_6782_f127v	127v	254	JS	9-Nov-12	Blank page 				
add_6782_f128	128	255	JS	28-Mar-12	"On this folio Harriot has carried out calculations similar to those on pages 19 and 20 (Add MS 6782 f. 126 and f. 127 ), this time to find equations for $ a $, $ b $, $ c $, $ d $, and $ f $ in terms of $ A $, $ B $, $ C $, $ D $, and $ F $. Note that $ 18nn $ in line 7 should be $ 18nnn $; the error is corrected in the next line. "	21.) 			
add_6782_f128	128	255	JS	28-Mar-12		21.) 		1. Canon. $ f $. 	Canon for $ f $ 
add_6782_f128v	128v	256	JS	9-Nov-12	Blank page 				
add_6782_f129	129	257	JS	28-Mar-12	"On this folio Harriot has carried out calculations similar to those on pages 19, 20, and 21 (Add MS 6782 f. 126 , f. 127 , and f. 128 ), this time to find equations for $ a $, $ b $, $ c $, and $ d $ in terms of $ A $, $ B $, $ C $, and $ D $. "	22.) 			
add_6782_f129	129	257	JS	28-Mar-12		22.) 		1. Canon. $ d $. 	Canon for $ d $ 
add_6782_f129	129	257	JS	28-Mar-12		22.) 		1. Canon. $ c $. 	Canon for $ c $ 
add_6782_f129	129	257	JS	28-Mar-12		22.) 		1. Canon. $ b $. 	Canon for $ b $ 
add_6782_f129v	129v	258	JS	9-Nov-12	Blank page 				
add_6782_f130	130	259	JS	28-Mar-12	"On this folio, Harriot has summarized his results from pages 19 and 20 (Add MS 6782 f. 126 and f. 127 ) and has extended them to other patterns of increasing and decreasing columns. The symbols $ \sigma $ and $ \psi $ in the upper tables indicate that these formulae may be used to interpolate values in tables of tangents and secants. The symbol $ \upsilon $ in the lower tables indicate that these formulae may be used to interpolate tables of sines. "	23.) 			
add_6782_f130	130	259	JS	28-Mar-12		23.) 		"Canones, $ g $. "	Canons for $ g $ 
add_6782_f130v	130v	260	JS	9-Nov-12	Blank page 				
add_6782_f131	131	261	JS	28-Mar-12	"On this folio, Harriot has summarized his results from page 21 (Add MS 6782 f. 128 ) and has extended them to other patterns of increasing and decreasing columns. The symbols $ \sigma $ and $ \psi $ in the upper tables indicate that these formulae may be used to interpolate values in tables of tangents and secants. The symbol $ \upsilon $ in the lower tables indicate that these formulae may be used to interpolate tables of sines. "	24.) 			
add_6782_f131	131	261	JS	28-Mar-12		24.) 		"Canones, $ f $. "	Canons for $ f $ 
add_6782_f131v	131v	262	JS	9-Nov-12	Blank page 				
add_6782_f132	132	263	JS	28-Mar-12	"On this folio, Harriot has summarized his results from page 22 (Add MS 6782 f. 129 ) and has extended them to other patterns of increasing and decreasing columns. The symbols $ \sigma $ and $ \psi $ in the upper tables indicate that these formulae may be used to interpolate tables of tangents and secants. The symbol $ \upsilon $ in the lower tables indicate that these formulae may be used to interpolate tables of sines. "	25.) 			
add_6782_f132	132	263	JS	28-Mar-12		25.) 		"Canones, $ d $. "	Canons for $ d $ 
add_6782_f132	132	263	JS	28-Mar-12		25.) 		"Canones, $ c $. "	Canons for $ c $ 
add_6782_f132v	132v	264	JS	9-Nov-12	Blank page 				
add_6782_f133	133	265	JS	28-Mar-12	"This folio contains a set of formulae for interpolating $ (n - 1) $ new terms between each pair of entries in the fourth column of a difference table (the $ D $ column). For reasons of space, Harriot has written the entries for the fourth column below those for the first, second, and third columns. At the bottom of the page, he has written a single general formula for the $ N $th interpolated term in the fourth column. This he calls the 'magisterium', which may here be translated as 'rule'. Since this formula is expressed entirely in terms of $ n $, $ N $, $ D $, $ C $, $ B $, and $ A $, he longer needs to compute $ a $, $ b $, and $ c $. "	26.) 			
add_6782_f133	133	265	JS	28-Mar-12		26.) 		Pro Magisterio $ d $. 	For the rule for $ d $ 
add_6782_f133	133	265	JS	28-Mar-12		26.) 		Magisterium. 	Rule 
add_6782_f133v	133v	266	JS	9-Nov-12	Blank page 				
add_6782_f134	134	267	JS	28-Mar-12	"This page shows formulae analogous to the 'magisterium' on page 26 (Add MS 6782 f. 133 ) for the interpolation of difference tables of up to six columns, with all columns increasing. The symbols $ \sigma $ and $ \psi $ indicate that these formulae may be used to interpolate tables of tangents and secants. The symbol $ \frac{N}{n} $ in this context is not a fraction, but indicates that the expression to the left of it is the $ N $th entry of a table interpolated to $ n $ times its original length. The sign )=( may therefore be read as 'indexed by'. On BL Add MS 6787 f. 352 , Harriot experiments with various alternatives for the symbol )=(. "	27.) 			
add_6782_f134	134	267	JS	28-Mar-12		27.) 		Magisteria 	Rules 
add_6782_f134v	134v	268	JS	9-Nov-12	Blank page 				
add_6782_f135	135	269	JS	28-Mar-12	Interpolation formulae as on page 27 (Add MS 6782 f. 134 ) but now with all columns decreasing. The symbols $ \sigma $ and $ \psi $ indicate that these formulae may be used to interpolate tables of tangents and secants. 	28.) 			
add_6782_f135	135	269	JS	28-Mar-12		28.) 		Magisteria 	Rules 
add_6782_f135v	135v	270	JS	9-Nov-12	Blank page 				
add_6782_f136	136	271	JS	28-Mar-12	Interpolation formulae as on page 27 (Add MS 6782 f. 134 ) but now for columns that are alternately increasing and decreasing. The symbol $ \upsilon $ indicates that these formulae may be used to interpolate tables of sines. 	29.) 			
add_6782_f136	136	271	JS	28-Mar-12		29.) 		Magisteria 	Rules 
add_6782_f136v	136v	272	JS	9-Nov-12	Blank page 				
add_6782_f137	137	273	JS	28-Mar-12	Interpolation formulae as on page 29 (Add MS 6782 f. 136 ) but now for columns that are alternately decreasing and increasing. The symbol $ \upsilon $ indicates that these formulae may be used to interpolate tables of sines. 	30.) 			
add_6782_f137	137	273	JS	28-Mar-12		30.) 		Magisteria 	Rules 
add_6782_f137v	137v	274	JS	9-Nov-12	Blank page 				
add_6782_f138	138	275	JS	28-Mar-12	"The numbers 4, 3, 2, and 1 in the upper righthand corners of pages 31, 32, 33, and 34, (Add MS 6782 f. 138 to f. 141 ) indicate that these four folios are closely related and could be read in either direction. This folio brings together the formulae from pages 27 to 30 (Add MS 6782 f. 134 to f. 137 ). The coefficients of $ A $, $ B $, $ C $, $ D $, $ F $, and $ G $ are now written as descending rather than ascending powers of $ N $. This means that the signs of the coefficients now follow the patterns given in the sign charts for all increasing, or all decreasing, or alternately increasing and decreasing columns. The symbols $ \sigma $ and $ \psi $ below the upper table indicate that these patterns are required for interpolating tables of tangents and secants. The symbol $ \upsilon $ below the lower table indicates that these patterns are required for interpolating tables of sines. "	31.) 			
add_6782_f138	138	275				31.) 		(4. 	
add_6782_f138v	138v	276	JS	9-Nov-12	Blank page 				
add_6782_f139	139	277	JS	28-Mar-12	"This folio contains the same interpolation formulae as on page 31, but now the coefficients of $ A $, $ B $, $ C $, and $ D $ have been factorized. The inclusion of columns headed $ h $ and $ H $ in the inset charts, on this and the two following pages (Add MS 6782 f. 140 and f. 141 ), emphasizes that the formulae may be generalized to any number of columns. The symbols $ \sigma $ and $ \psi $ below the lower left table indicate that these patterns are required for interpolating tables of tangents and secants. The symbol $ \upsilon $ below the lower right table indicates that these patterns are required for interpolating tables of sines. "	32.) 			
add_6782_f139	139	277				32.) 		(3. 	
add_6782_f139v	139v	278	JS	9-Nov-12	Blank page 				
add_6782_f140	140	279	JS	28-Mar-12	"This folio contains another version of the interpolation formulae on pages 31 and 32 (Add MS 6782 f. 138 and f. 139 ), but now each coefficient of $ A $, $ B $, $ C $, and $ D $ has its own denominator. This appears to be Harriot's preferred form. The symbols $ \sigma $ and $ \psi $ below the lower left table indicate that these patterns are required for interpolating tables of tangents and secants. The symbol $ \upsilon $ below the lower right table indicates that these patterns are required for interpolating tables of sines. "	33.) 			
add_6782_f140	140	279				33.) 		(2. 	
add_6782_f140v	140v	280	JS	9-Nov-12	Blank page 				
add_6782_f141	141	281	JS	28-Mar-12	"This folio contains the same formulae as page 33 (Add MS 6782 f, 140 ) but with $ \frac{N}{n} $ now replaced by $ N $. That is, there is no interpolation. This page is numbered 1 in its upper righthand corner, making it the first in the subsequence of pages 34, 33, 32, and 31 (Add MS 6782 f. 141 to f. 138 ). Harriot explained on the next page (Add MS 6782 f. 142 ), which is a second version of this one, also numbered 1 in its upper righthand corner, that one may begin with the formulae on page 34 (Add MS 6782 f. 141 ), then derive the formulae on page 33 (Add MS 6782 f. 140 ) by replacing $ N $ by $ \frac{N}{n} $. That is, one can reverse the sequence of pages 31 to 34. As on pages 32 and 33 (Add MS 6782 f. 139 and f. 140 ) the sign charts show how to adapt the formulae to different patterns of increasing and decreasing columns. The symbols $ \sigma $ and $ \psi $ below the lower left table indicate that these patterns are required for interpolating tables of tangents and secants. The symbol $ \upsilon $ below the lower right table indicates that these patterns are required for interpolating tables of sines. "	34.) 			
add_6782_f141	141	281				34.) 		(1. 	
add_6782_f141v	141v	282	JS	9-Nov-12	Blank page 				
add_6782_f142	142	283	JS	28-Mar-12	"On this folio, Harriot explains the relationship between the formulae on pages 33 and 34 (Add MS 6782 f. 140 and f. 141 ), and their common origin in those that appeared earlier, on page 5 (Add MS 6782 f. 112 ). In the lower half of the page, just below the dividing line, Harriot replaces $ N $ by $ \frac{N}{n} $ in formula 3) from page 34 , arriving at formula 3) from page 33 . In this case, he is using $ \frac{N}{n} $ to denote an ordinary fraction. "	34.) 2.) 			
add_6782_f142	142	283				34.) 2.) 		1.) 	
add_6782_f142	142	283	JS	28-Mar-12		34.) 2.) 		Etsi species quæ habentur (pag: 34.1.) ortum ducunt ex (pag: 33.2.) Attamen primam originem videre licet pag. 5. ubi illæ omnes appareat notatæ. 	"Although the cases we have on page 34.1 arise from those on page 33.2, nevertheless one may see their origins on page 5 where all of them appear in notation. "
add_6782_f142	142	283	JS	28-Mar-12		34.) 2.) 		"Utile etiam ac incundum est, considerare harum reductionum (vide versa) ad species in pag: 33.2. quæ huius operis sunt magisteria maxima. "	"It is useful and also pleasing to consider (conversely) the reduction to the cases on page 33.2, which are the most important rules of this work. "
add_6782_f142	142	283	JS	28-Mar-12		34.) 2.) 		Examplum unum sufficiet. 	One example will suffice. 
add_6782_f142	142	283	JS	28-Mar-12		34.) 2.) 		Sit $ N = \frac{N}{n} $. 	Let $ N = \frac{N}{n} $ 
add_6782_f142	142	283	JS	28-Mar-12		34.) 2.) 		Et species reducta erit: (ut pag: 33.2.) et ut sequitur: 	And the cases will be reduced (as on page 33.2) and as follows: 
add_6782_f142	142	283	JS	28-Mar-12		34.) 2.) 		"Fit ita: Si, $ N = \frac{N}{n} $ erit: "	Let it be done thus: then: 
add_6782_f142	142	283	JS	28-Mar-12		34.) 2.) 		Et sic de alijs speciebus. 	And so on for other cases. 
add_6782_f142v	142v	284	JS	9-Nov-12	Blank page 				
add_6782_f143	143	285	JS	28-Mar-12	"On this and the following folio (Add MS 6782 f. 144 ), Harriot gives numerical examples of his interpolation method. At the top of the page are formulae for $ \frac{N}{n} $ and for $ N $, for difference tables with two columns. Below that are four examples of tables with two columns. The table on the left, with columns headed $ N $, $ B $, $ A $, is interpolated first to six, then four, then five times the number of original entries; that is, $ n $ takes the values 6, then 4, then 5. The symbol * next to the interpolated tables marks entries from the original lefthand table. Below the tables, the first column of working uses the formula for $ N $ from the top of the page, to obtain the entries 17, 77, and 149 in the difference table on the left. The second column of working uses the formula for $ \frac{N}{n} $ from the top of the page, to obtain one entry in each of the three remaining difference tables. The third column of working presents the converse problem, showing how to solve for $ N $ (or $ \frac{N}{n} $ ), given values of $ A $ and $ B $ and an entry $ Z $. Where the solution is not an integer, Harriot replaces $ N $ by $ \frac{N}{n} $. "	35.) 			
add_6782_f143v	143v	286	JS	9-Nov-12	Blank page 				
add_6782_f144	144	287	JS	28-Mar-12	"This folio gives further numerical examples of interpolation for tables with three columns. As on page 35 (Add MS 6782 f. 143 ), Harriot gives the appropriate $ \frac{N}{n} $ and $ N $ formulae at the top of the page. The formula in the first line is from page 33 (Add MS 6782 f. 140 ), while the formulae on the second line are from page 32 (Add MS 6782 f. 139 ). The difference table on the left (headed $ N $, $ C $, $ B $, $ A $) is interpolated to five times, and then twice, the number of original entries; that is $ n $ takes the values 5 and 2, respectively. The working in the first column illustrates the use of the formula for $ N $ to calculate values in the left hand table. The working in the second column illustrates the use of the formula for $ \frac{N}{n} $ to calculate the first new value in the second table (indexed $ \frac{1}{5} $), and the third new value in the third table (indexed $ \frac{3}{2} $). The working in the third column shows, as on page 35 (Add MS 6782 f. 143 ), how to find $ \frac{N}{n} $ given values of $ A $, $ B $, and $ C $, and an entry $ Z $. In this case the working leads to a quadratic equation for $ N $, which Harriot solves by completing the square. As on page 35, the solution is not an integer, and so Harriot replaces $ N $ by $ \frac{N}{n} $. "	36.) 			
add_6782_f144v	144v	288	JS	9-Nov-12	Blank page 				
add_6782_f145	145	289	JS	28-Mar-12	"This folios contains an interpolation formula from the 'Magisteria' but instead of $ a $, $ b $, $ c $, ... we now have $ e $, $ p^1 $, $ p^2 $, $ p^3 $, ... (these are superscripts, not powers). The notation $ P $, $ D^1 $, $ D^2 $, ... at the top of the page is unusual; the formula is otherwise identical to formula 5) from page 33. "				
add_6782_f145v	145v	290	JS	9-Nov-12	Blank page 				
add_6782_f146	146	291	JS	28-Mar-12	"Interpolated tables, see page 35 of the 'Magisteria' (Add MS 6782 f. 143 ). "				
add_6782_f146v	146v	292	JS	28-Mar-12	"This folio contains interpolation formulae similar to those on page 32 (Add MS 6782 f. 139 ). It also contains a title similar, but not identical, to that at the beginning of the 'Magisteria' (Add MS 6782 f. 107 ). "				
add_6782_f146v	146v	292	JS	28-Mar-12				THOMÆ HARIOTI Magisteria Numerorum Trangularium et inde Progressionum Arithmeticarum (veteribus et recentioribus ignota) incognita) 	THOMAS HARRIOT'S doctrine of triangular numbers and thence arithmetic progressions (unkonwn and unrecognized by ancient and more recent authors) 
add_6782_f147	147	293	JS	28-Mar-12	"The two lines at the end of the page have nothing to do with the mathematics above them, and are not apparently connected with each other. 'Porcus per taurum sequitur vestigia ferri' is the first line of an epitaph engraved on the tombstone of Edmund Bunny, rector of Bolton Percy and canon of York, who died in February 1617/8 and was interred in York Minster: This is an illustration of synecdoche, in which a part is referred to as the whole; thus the pig (lard, here as used to lubricate cobbler's thread) follows the footprints of the iron (needle) through the bull (leather); the goose (quill), to whom the cow (inkhorn) provides drink (ink), stains the sheep (skin). (The standard version has variat instead of maculat.) Expone et redde sensum is an instruction to the student: 'explain and translate'. It is possible that porcus is a play on Percy. If the York epitaph was Harriot's source, it gives us a possible date of 1618 for this folio. 'Bombardagladiofunhastiflammiloquentes' (Breathing bombs, swords, death, spears, and flames) is from a Latin translation by the 16th-century German humanist Martin Crucius of a Greek verse (perhaps also by Crucius) consisting of compound words. The verse appears in the preface to the Opera omnnia theologica (1583) of Lambert Daneau and in the third edition of his Elenchi hæreticorum (1592). The same line appears also in Add MS 6788 f. 50 . "	A.1. Ad numeros triangulos quadratos pentagonos &c. et illorum progenies 	"On triangular, square, pentagonal numbers, and their progeny "		
add_6782_f147	147	293	JS	28-Mar-12		A.1. Ad numeros triangulos quadratos pentagonos &c. et illorum progenies 	"On triangular, square, pentagonal numbers, and their progeny "	Generaliter 	Generally 
add_6782_f147	147	293	JS	28-Mar-12		A.1. Ad numeros triangulos quadratos pentagonos &c. et illorum progenies 	"On triangular, square, pentagonal numbers, and their progeny "	Ad progressiones arithmeticas incipientes ab unitate vel quovis numero; quolibet etiam excessu progredientes. 	For arithmetic porgressions starting from one or any number; proceeding with whatever excess. 
add_6782_f147	147	293	JS	28-Mar-12		A.1. Ad numeros triangulos quadratos pentagonos &c. et illorum progenies 	"On triangular, square, pentagonal numbers, and their progeny "	$ p $. primus numerus in progressione. $ e $. excessus. $ n $. numerus loci in progressione. 	$ p $. the first number in the progression $ e $. the excess $ n $. the number of places in the progression 
add_6782_f147	147	293	JS	28-Mar-12		A.1. Ad numeros triangulos quadratos pentagonos &c. et illorum progenies 	"On triangular, square, pentagonal numbers, and their progeny "	Quomodo istæ æqautiones continuentur ad infinitum apparet in altera charta. 	By what meanst these equations may be continued indefinitely appears in another sheet. 
add_6782_f147	147	293	JS	28-Mar-12		A.1. Ad numeros triangulos quadratos pentagonos &c. et illorum progenies 	"On triangular, square, pentagonal numbers, and their progeny "	porcus per taurum sequitur vestigia ferri. Bombardagladiofunhastiflammiloquentes. 	"The pig follows the footsteps of the iron through the bull. Breathing bombs, swords, death, spears, and flames. "
add_6782_f147v	147v	294	JS	9-Nov-12	Rough work 				
add_6782_f148	148	295	JS	28-Mar-12	"Rules for the numbers in six successive columns, generated from a constant difference $ p $ in column 0. The first entry in each column is also $ p $. The expression in the first box, $ pn $, gives the $ n $th entry in the first column ($ p $, $ 2p $, $ 3p $, $ 4p $, and so on). The expression in the second box, $ pnn + 1pn $, divided by 2, gives the $ n $th entry in the second column ($ p $, $ 3p $, $ 6p $, $ 10p $, and so on). The expression in the third box, $ pnnn + 3pnn + 2pn $, divided by 6, gives the $ n $th entry in the third column ($ p $, $ 4p $, $ 10p $, $ 20p $, and so on). The layout shows how the general term in row $ k + 1 $ is generated from the general term in row $ k $, by multiplying by $ n + k $ and dividing by $ k + 1 $. "	A.1.) Ad numeros triangulos et illorum progenies. 	On triangular numbers and their progeny 		
add_6782_f148	148	295	JS	28-Mar-12		A.1.) Ad numeros triangulos et illorum progenies. 	On triangular numbers and their progeny 	In Via Generali. 	In a general way 
add_6782_f148v	148v	296	JS	9-Nov-12	Blank page 				
add_6782_f149	149	297	JS	28-Mar-12	"This folio shows how to generate the coeffcients from the previous page, Add MS 6782 f. 148 . "	A.2. Ad æquationes numerorum figuratorum ut continuentur ad libitum. 	On equations of figurate numbers so that they may be continued at will 		
add_6782_f149	149	297	JS	28-Mar-12		A.2. Ad æquationes numerorum figuratorum ut continuentur ad libitum. 	On equations of figurate numbers so that they may be continued at will 	In genere. 	In general 
add_6782_f149v	149v	298	JS	14-May-13	Rough work 				
add_6782_f150	150	299	JS	28-Mar-12	"This folio shows calculations similar to those on Add MS f. 148 , but now $ n + k $ has been replaced by $ p + kd $. "	A.3. Ad æquationes numerorum figuratorum ut continuentur ad libitum. 	On equations of figurate numbers so that they may be continued at will 		
add_6782_f150	150	299	JS	28-Mar-12		A.3. Ad æquationes numerorum figuratorum ut continuentur ad libitum. 	On equations of figurate numbers so that they may be continued at will 	in Genere. 	in general 
add_6782_f150v	150v	300	JS	9-Nov-12	Blank page 				
add_6782_f151	151	301	JS	11-Jan-13	Rough work on triangular numbers 				
add_6782_f151v	151v	302	JS	11-Jan-13	Rough work on fitting polynomials 				
add_6782_f152	152	303	JS	11-Jan-13	Rough work on figurate numbers 				
add_6782_f152v	152v	304	JS	11-Jan-13	Rough work on fitting polynomials 				
add_6782_f153	153	305	JS	28-Mar-12	"In the upper left table, the key column is the one beneath the sketch of a triangular prism. The numbers beneath the sketch are those needed to construct triangular prisms with length equal to one side of the base: $ 1 = 1 \times 1 $, $ 6 = 2 \times 3 $, $ 18 = 3 \times 6 $, and so on. These are also the pentagonal-pyramidal numbers 1, 6, 18, ... as calculated in Add MS 6782 f. 156 . Successive sums of these numbers are shown in the column to the left headed $ S $ (for sum). Successive differences are shown in the columns to the right. In the upper right table, the key column is the one beneath the sketch of a cube. The numbers beneath the sketch are the cube numbers, which can also be thought of (in keeping with the previous table) as the numbers needed to construct square prisms with height equal to one side of the base: $ 1 = 1 \times 1 $, $ 8 = 2 \times 4 $, $ 27 = 3 \times 9 $, and so on. Successive sums are shown in the column to the left headed $ S $ (for sum). Successive differences are shown in the columns to the right. The column beginning 1, 7, 19, 37, ... is marked 'hexagonae equianguli’ (equiangled hexagons); it is possible that at first glance Harriot mistook this column for the the hexagonal-pyramidal numbers 1, 7, 22, 50, .... In the lower left table, the key column is the one beneath the sketch of a pentagonal prism. The numbers beneath the sketch are the numbers needed to construct pentagonal prisms with length equal to one side of the base: $ 1 = 1 \times 1 $, $ 10 = 2 \times 5 $, $ 36 = 3 \times 12 $, and so on. Successive sums are shown in the column to the left headed $ S $ (for sum). Successive differences are shown in the columns to the right. In the lower right table, the key column is the one beneath the sketch of a hexagonal prism. The numbers beneath the sketch are the numbers needed to construct hexagonal prisms with length equal to one side of the base: $ 1 = 1 \times 1 $, $ 12 = 2 \times 6 $, $ 45 = 3 \times 15 $, and so on. Successive sums are shown in the column headed to the left headed $ S $ (for sum). Successive differences are shown in the columns to the right. The formulae at the bottom of the page are for sums of triangular, square, pentagonal, and hexagonal prisms. Thus the sum of the first two triangular prisms is shown in the upper left table as 1 + 6 = 7. The same number may be calculated from the formula $ \frac{3aaaa + 10aaa + 9aa + 2a}{24} $ by putting $ a = 2 $. For clues as to how Harriot found and tested these formulae, see the pages in the map 'Finding formulae' . "				
add_6782_f153	153	305	JS	28-Mar-12				columnæ æ. quæ sint pyramides . 	"Triangular prism numbers, which are also pentagonal pyramidals "
add_6782_f153	153	305	JS	28-Mar-12				columnæ tetragonæ seu cubi. 	"Four-sided prism numbers, or cubes "
add_6782_f153	153	305	JS	28-Mar-12				Hexagones æquianguli. 	Equiangular hexagonals 
add_6782_f153	153	305	JS	28-Mar-12				columnæ æ. 	Pentagonal prisms 
add_6782_f153	153	305	JS	28-Mar-12				columnæ . 	hexagonal prisms 
add_6782_f153	153	305	JS	28-Mar-12				per Reductionem 	by reduction 
add_6782_f153v	153v	306	JS	9-Nov-12	Blank page 				
add_6782_f154	154	307	JS	28-Mar-12	"The numerical tables on the right list, from right to left: units, lengths, triangular numbers, triangular-pyramidal numbers, and so on. The expressions on the left are general formulae for the $ a $th entry in each column. "	De numeris triangulis 	On triangular numbers 		
add_6782_f154	154	307	JS	28-Mar-12		De numeris triangulis 	On triangular numbers 	($ a $) est numerus locorum seu radix. 	"($ a $) is the number of places, or the root. "
add_6782_f154	154	307	JS	28-Mar-12		De numeris triangulis 	On triangular numbers 	Quomodo istæ æquationes continuentur ad libitum apparet in Chartis. A. 	How these equations may be continued at will is shown in sheet A. 
add_6782_f154	154	307				De numeris triangulis 	On triangular numbers 	The difference of difference of squares is 2. The . of . of : of cubes is 6 of $ aaaa $: is 24. of $ aaaa $ is 12. 	
add_6782_f154	154	307				De numeris triangulis 	On triangular numbers 	Of progressions the same make Triangular Square Pentagonall nombers &c. 	
add_6782_f154v	154v	308	JS	9-Nov-12	Blank page 				
